Nome do Produto,Categoria do Produto,Preço do Produto (R$),Quantidade em Estoque,Filial,Data da Venda
Batom matte,Roupas,15.19,74,Filial 5,Valor Indisponível
Delineador líquido,Eletrodomésticos,45.75,4,Filial 9,Valor Indisponível
Sombra de olhos,Roupas,80.72,67,Filial 3,Valor Indisponível
Corretivo,Roupas,79.29,47,Filial 10,Valor Indisponível
Lápis de sobrancelha,Eletrodomésticos,1.98,39,Filial 8,Valor Indisponível
Lápis de sobrancelha,Alimentos,52.41,26,Filial 10,Valor Indisponível
Sombra de olhos,Roupas,26.55,21,Filial 8,Valor Indisponível
Blush em pó,Roupas,38.85,54,Filial 7,Valor Indisponível
Lápis de sobrancelha,Alimentos,68.89,38,Filial 8,Valor Indisponível
Delineador líquido,Eletrônicos,74.26,38,Filial 3,Valor Indisponível
Delineador líquido,Eletrônicos,73.46,29,Filial 2,Valor Indisponível
Máscara de cílios,Roupas,62.43,62,Filial 8,Valor Indisponível
Base líquida,Eletrônicos,6.54,44,Filial 10,Valor Indisponível
Pó compacto,Alimentos,21.71,68,Filial 10,Valor Indisponível
Lápis de sobrancelha,Roupas,24.66,51,Filial 7,Valor Indisponível
Batom líquido,Alimentos,80.63,27,Filial 8,Valor Indisponível
Base líquida,Roupas,3.21,12,Filial 3,Valor Indisponível
Base líquida,Roupas,74.98,17,Filial 1,Valor Indisponível
Delineador líquido,Eletrodomésticos,45.42,47,Filial 2,Valor Indisponível
Sombra de olhos,Alimentos,91.06,10,Filial 2,Valor Indisponível
Sombra de olhos,Alimentos,80.21,24,Filial 6,Valor Indisponível
Batom matte,Eletrônicos,62.63,35,Filial 5,Valor Indisponível
Blush em pó,Eletrodomésticos,93.65,11,Filial 1,Valor Indisponível
Máscara de cílios,Eletrodomésticos,53.03,16,Filial 6,Valor Indisponível
Pó compacto,Roupas,62.4,17,Filial 9,Valor Indisponível
Máscara de cílios,Roupas,19.14,31,Filial 10,Valor Indisponível
Sombra de olhos,Eletrodomésticos,5.93,14,Filial 5,Valor Indisponível
Pó compacto,Eletrodomésticos,61.77,71,Filial 6,Valor Indisponível
Batom líquido,Eletrônicos,22.64,39,Filial 5,Valor Indisponível
Pó compacto,Alimentos,9.68,79,Filial 5,Valor Indisponível
Corretivo,Eletrodomésticos,78.39,38,Filial 9,Valor Indisponível
Delineador líquido,Alimentos,85.19,74,Filial 8,Valor Indisponível
Delineador líquido,Alimentos,2.7,19,Filial 7,Valor Indisponível
Batom líquido,Eletrônicos,11.86,29,Filial 7,Valor Indisponível
Batom matte,Roupas,99.03,21,Filial 6,Valor Indisponível
Delineador líquido,Eletrônicos,35.16,21,Filial 10,Valor Indisponível
Batom matte,Eletrônicos,50.14,15,Filial 9,Valor Indisponível
Batom líquido,Eletrodomésticos,54.96,86,Filial 1,Valor Indisponível
Corretivo,Alimentos,42.7,40,Filial 6,Valor Indisponível
Lápis de sobrancelha,Eletrônicos,25.27,54,Filial 6,Valor Indisponível
Sombra de olhos,Eletrodomésticos,63.91,18,Filial 9,Valor Indisponível
Batom matte,Eletrodomésticos,83.44,12,Filial 2,Valor Indisponível
Batom matte,Eletrodomésticos,45.85,65,Filial 1,Valor Indisponível
Máscara de cílios,Roupas,3.35,54,Filial 8,Valor Indisponível
Batom líquido,Alimentos,19.24,6,Filial 3,Valor Indisponível
Corretivo,Eletrodomésticos,9.39,32,Filial 10,Valor Indisponível
Delineador líquido,Eletrodomésticos,98.71,29,Filial 2,Valor Indisponível
Corretivo,Eletrodomésticos,62.55,77,Filial 7,Valor Indisponível
Base líquida,Roupas,75.03,48,Filial 5,Valor Indisponível
Delineador líquido,Roupas,69.17,26,Filial 10,Valor Indisponível
Pó compacto,Eletrônicos,12.59,61,Filial 6,Valor Indisponível
Lápis de sobrancelha,Eletrodomésticos,22.72,27,Filial 6,Valor Indisponível
Máscara de cílios,Eletrodomésticos,31.62,12,Filial 3,Valor Indisponível
Sombra de olhos,Eletrodomésticos,91.17,10,Filial 6,Valor Indisponível
Pó compacto,Roupas,53.38,18,Filial 9,Valor Indisponível
Delineador líquido,Eletrodomésticos,49.04,28,Filial 6,Valor Indisponível
Delineador líquido,Eletrodomésticos,88.62,89,Filial 2,Valor Indisponível
Máscara de cílios,Eletrodomésticos,38.92,19,Filial 3,Valor Indisponível
Pó compacto,Eletrônicos,98.65,36,Filial 10,Valor Indisponível
Corretivo,Roupas,84.7,73,Filial 5,Valor Indisponível
Lápis de sobrancelha,Alimentos,46.4,29,Filial 1,Valor Indisponível
Corretivo,Eletrônicos,45.87,46,Filial 6,Valor Indisponível
Corretivo,Roupas,4.08,17,Filial 9,Valor Indisponível
Lápis de sobrancelha,Eletrônicos,26.79,72,Filial 2,Valor Indisponível
Pó compacto,Eletrodomésticos,76.35,70,Filial 10,Valor Indisponível
Batom líquido,Alimentos,34.26,70,Filial 10,Valor Indisponível
Lápis de sobrancelha,Eletrônicos,79.47,46,Filial 7,Valor Indisponível
Pó compacto,Eletrônicos,52.07,84,Filial 8,Valor Indisponível
Máscara de cílios,Eletrônicos,58.91,54,Filial 4,Valor Indisponível
Batom matte,Eletrodomésticos,84.62,1,Filial 8,Valor Indisponível
Corretivo,Roupas,20.27,58,Filial 10,Valor Indisponível
Corretivo,Roupas,85.27,4,Filial 7,Valor Indisponível
Base líquida,Eletrodomésticos,95.26,81,Filial 3,Valor Indisponível
Base líquida,Eletrônicos,69.2,5,Filial 9,Valor Indisponível
Corretivo,Eletrodomésticos,76.73,51,Filial 4,Valor Indisponível
Base líquida,Eletrodomésticos,87.25,42,Filial 2,Valor Indisponível
Pó compacto,Eletrônicos,26.8,84,Filial 9,Valor Indisponível
Sombra de olhos,Alimentos,58.26,96,Filial 6,Valor Indisponível
Batom líquido,Roupas,64.42,63,Filial 5,Valor Indisponível
Máscara de cílios,Roupas,41.44,86,Filial 2,Valor Indisponível
Blush em pó,Alimentos,38.65,90,Filial 10,Valor Indisponível
Lápis de sobrancelha,Roupas,38.5,31,Filial 3,Valor Indisponível
Blush em pó,Alimentos,15.81,26,Filial 5,Valor Indisponível
Lápis de sobrancelha,Alimentos,5.89,63,Filial 5,Valor Indisponível
Delineador líquido,Alimentos,52.55,5,Filial 3,Valor Indisponível
Batom matte,Eletrônicos,47.59,64,Filial 8,Valor Indisponível
Pó compacto,Eletrodomésticos,77.84,80,Filial 2,Valor Indisponível
Máscara de cílios,Eletrodomésticos,78.0,99,Filial 8,Valor Indisponível
Blush em pó,Roupas,36.24,37,Filial 9,Valor Indisponível
Base líquida,Roupas,88.6,58,Filial 8,Valor Indisponível
Batom matte,Eletrônicos,15.56,30,Filial 6,Valor Indisponível
Máscara de cílios,Roupas,3.49,18,Filial 2,Valor Indisponível
Blush em pó,Eletrônicos,51.77,24,Filial 5,Valor Indisponível
Máscara de cílios,Eletrodomésticos,39.65,59,Filial 7,Valor Indisponível
Máscara de cílios,Alimentos,85.67,29,Filial 5,Valor Indisponível
Base líquida,Alimentos,7.13,68,Filial 7,Valor Indisponível
Corretivo,Eletrônicos,11.84,21,Filial 5,Valor Indisponível
Máscara de cílios,Eletrônicos,90.28,94,Filial 5,Valor Indisponível
Batom líquido,Roupas,73.18,34,Filial 2,Valor Indisponível
Pó compacto,Eletrônicos,49.9,16,Filial 7,Valor Indisponível
Delineador líquido,Eletrônicos,58.81,68,Filial 2,Valor Indisponível
Lápis de sobrancelha,Alimentos,77.33,40,Filial 7,Valor Indisponível
Sombra de olhos,Roupas,11.47,54,Filial 10,Valor Indisponível
Base líquida,Eletrodomésticos,95.26,11,Filial 8,Valor Indisponível
Pó compacto,Eletrônicos,55.23,46,Filial 8,Valor Indisponível
Máscara de cílios,Eletrodomésticos,96.84,68,Filial 4,Valor Indisponível
Delineador líquido,Roupas,42.05,77,Filial 1,Valor Indisponível
Sombra de olhos,Alimentos,49.43,26,Filial 8,Valor Indisponível
Base líquida,Alimentos,55.46,30,Filial 1,Valor Indisponível
Blush em pó,Eletrodomésticos,9.55,41,Filial 5,Valor Indisponível
Máscara de cílios,Alimentos,92.07,77,Filial 3,Valor Indisponível
Blush em pó,Roupas,68.6,28,Filial 4,Valor Indisponível
Batom líquido,Eletrônicos,58.46,59,Filial 5,Valor Indisponível
Delineador líquido,Roupas,14.14,38,Filial 7,Valor Indisponível
Base líquida,Eletrodomésticos,29.93,20,Filial 6,Valor Indisponível
Máscara de cílios,Eletrodomésticos,99.06,38,Filial 9,Valor Indisponível
Blush em pó,Eletrônicos,99.77,20,Filial 10,Valor Indisponível
Lápis de sobrancelha,Eletrodomésticos,42.89,13,Filial 6,Valor Indisponível
Lápis de sobrancelha,Alimentos,41.04,57,Filial 10,Valor Indisponível
Blush em pó,Eletrônicos,80.04,82,Filial 8,Valor Indisponível
Delineador líquido,Alimentos,67.19,66,Filial 1,Valor Indisponível
Máscara de cílios,Eletrodomésticos,29.2,47,Filial 6,Valor Indisponível
Blush em pó,Eletrodomésticos,3.68,23,Filial 5,Valor Indisponível
Lápis de sobrancelha,Roupas,10.61,50,Filial 5,Valor Indisponível
Blush em pó,Roupas,6.53,88,Filial 2,Valor Indisponível
Máscara de cílios,Eletrodomésticos,17.15,98,Filial 3,Valor Indisponível
Delineador líquido,Eletrônicos,50.67,57,Filial 6,Valor Indisponível
Pó compacto,Eletrodomésticos,85.92,73,Filial 8,Valor Indisponível
Máscara de cílios,Eletrônicos,80.82,96,Filial 9,Valor Indisponível
Blush em pó,Roupas,78.83,37,Filial 9,Valor Indisponível
Lápis de sobrancelha,Eletrodomésticos,31.0,4,Filial 3,Valor Indisponível
Blush em pó,Eletrodomésticos,39.24,59,Filial 5,Valor Indisponível
Sombra de olhos,Alimentos,81.1,38,Filial 10,Valor Indisponível
Batom matte,Eletrodomésticos,30.19,12,Filial 2,Valor Indisponível
Máscara de cílios,Alimentos,12.52,46,Filial 5,Valor Indisponível
Sombra de olhos,Alimentos,32.42,19,Filial 8,Valor Indisponível
Batom matte,Eletrodomésticos,60.51,93,Filial 4,Valor Indisponível
Máscara de cílios,Alimentos,82.55,33,Filial 4,Valor Indisponível
Máscara de cílios,Alimentos,68.61,40,Filial 5,Valor Indisponível
Máscara de cílios,Eletrodomésticos,53.79,63,Filial 7,Valor Indisponível
Batom líquido,Roupas,17.67,90,Filial 9,Valor Indisponível
Sombra de olhos,Eletrônicos,81.78,46,Filial 5,Valor Indisponível
Lápis de sobrancelha,Eletrônicos,1.65,19,Filial 4,Valor Indisponível
Batom matte,Roupas,17.48,15,Filial 2,Valor Indisponível
Batom líquido,Roupas,85.22,35,Filial 7,Valor Indisponível
Corretivo,Alimentos,63.22,59,Filial 8,Valor Indisponível
Máscara de cílios,Eletrônicos,78.66,2,Filial 1,Valor Indisponível
Lápis de sobrancelha,Eletrônicos,25.38,74,Filial 5,Valor Indisponível
Corretivo,Alimentos,13.72,35,Filial 5,Valor Indisponível
Batom matte,Roupas,29.64,3,Filial 6,Valor Indisponível
Delineador líquido,Eletrônicos,92.38,53,Filial 7,Valor Indisponível
Batom matte,Alimentos,99.34,59,Filial 2,Valor Indisponível
Batom líquido,Eletrônicos,44.32,29,Filial 3,Valor Indisponível
Máscara de cílios,Eletrônicos,76.25,71,Filial 4,Valor Indisponível
Lápis de sobrancelha,Roupas,87.95,1,Filial 6,Valor Indisponível
Pó compacto,Eletrodomésticos,77.92,81,Filial 8,Valor Indisponível
Delineador líquido,Eletrodomésticos,85.04,42,Filial 6,Valor Indisponível
Blush em pó,Eletrônicos,18.28,99,Filial 10,Valor Indisponível
Pó compacto,Eletrônicos,63.47,2,Filial 6,Valor Indisponível
Batom líquido,Eletrônicos,92.48,38,Filial 9,Valor Indisponível
Máscara de cílios,Alimentos,2.49,59,Filial 8,Valor Indisponível
Pó compacto,Eletrônicos,92.35,64,Filial 4,Valor Indisponível
Batom matte,Eletrônicos,48.17,34,Filial 2,Valor Indisponível
Delineador líquido,Eletrodomésticos,32.33,43,Filial 6,Valor Indisponível
Base líquida,Roupas,29.62,3,Filial 2,Valor Indisponível
Pó compacto,Roupas,57.36,14,Filial 7,Valor Indisponível
Batom matte,Roupas,35.71,83,Filial 4,Valor Indisponível
Sombra de olhos,Roupas,82.51,73,Filial 4,Valor Indisponível
Corretivo,Roupas,50.87,37,Filial 5,Valor Indisponível
Corretivo,Eletrodomésticos,76.19,98,Filial 1,Valor Indisponível
Lápis de sobrancelha,Alimentos,1.14,46,Filial 3,Valor Indisponível
Batom matte,Eletrodomésticos,40.32,84,Filial 3,Valor Indisponível
Sombra de olhos,Roupas,9.79,86,Filial 5,Valor Indisponível
Pó compacto,Alimentos,45.21,43,Filial 8,Valor Indisponível
Máscara de cílios,Eletrodomésticos,55.48,3,Filial 9,Valor Indisponível
Sombra de olhos,Alimentos,1.88,31,Filial 9,Valor Indisponível
Batom líquido,Alimentos,12.01,43,Filial 10,Valor Indisponível
Blush em pó,Eletrônicos,10.23,62,Filial 1,Valor Indisponível
Blush em pó,Eletrônicos,19.12,90,Filial 1,Valor Indisponível
Lápis de sobrancelha,Eletrodomésticos,74.8,69,Filial 8,Valor Indisponível
Corretivo,Eletrodomésticos,20.0,38,Filial 4,Valor Indisponível
Corretivo,Eletrônicos,44.17,29,Filial 5,Valor Indisponível
Corretivo,Roupas,40.94,68,Filial 6,Valor Indisponível
Corretivo,Alimentos,22.56,9,Filial 10,Valor Indisponível
Pó compacto,Eletrônicos,98.45,20,Filial 5,Valor Indisponível
Blush em pó,Eletrônicos,10.77,78,Filial 3,Valor Indisponível
Lápis de sobrancelha,Roupas,49.88,75,Filial 3,Valor Indisponível
Base líquida,Roupas,68.92,86,Filial 8,Valor Indisponível
Corretivo,Alimentos,45.51,69,Filial 1,Valor Indisponível
Máscara de cílios,Eletrodomésticos,74.08,60,Filial 8,Valor Indisponível
Batom matte,Eletrônicos,60.67,88,Filial 4,Valor Indisponível
Batom matte,Eletrodomésticos,52.29,40,Filial 8,Valor Indisponível
Blush em pó,Eletrônicos,13.96,46,Filial 8,Valor Indisponível
Sombra de olhos,Alimentos,77.88,76,Filial 1,Valor Indisponível
Base líquida,Eletrodomésticos,99.96,39,Filial 3,Valor Indisponível
Sombra de olhos,Alimentos,38.45,17,Filial 3,Valor Indisponível
Delineador líquido,Eletrônicos,1.21,35,Filial 6,Valor Indisponível
Batom líquido,Roupas,53.36,5,Filial 9,Valor Indisponível
Batom matte,Eletrodomésticos,88.24,68,Filial 3,Valor Indisponível
Batom líquido,Roupas,44.97,59,Filial 9,Valor Indisponível
Base líquida,Eletrônicos,71.06,13,Filial 9,Valor Indisponível
Batom matte,Alimentos,69.13,73,Filial 7,Valor Indisponível
Batom líquido,Alimentos,96.06,6,Filial 9,Valor Indisponível
Lápis de sobrancelha,Eletrônicos,26.66,6,Filial 5,Valor Indisponível
Pó compacto,Eletrodomésticos,61.86,37,Filial 7,Valor Indisponível
Batom matte,Eletrodomésticos,74.64,14,Filial 1,Valor Indisponível
Blush em pó,Roupas,3.04,96,Filial 5,Valor Indisponível
Blush em pó,Eletrônicos,63.61,27,Filial 9,Valor Indisponível
Sombra de olhos,Roupas,38.69,22,Filial 4,Valor Indisponível
Batom matte,Eletrodomésticos,61.93,37,Filial 6,Valor Indisponível
Batom líquido,Alimentos,46.42,14,Filial 5,Valor Indisponível
Corretivo,Eletrodomésticos,81.52,22,Filial 4,Valor Indisponível
Batom matte,Alimentos,54.9,56,Filial 5,Valor Indisponível
Pó compacto,Eletrodomésticos,43.59,19,Filial 10,Valor Indisponível
Batom matte,Eletrônicos,92.65,32,Filial 10,Valor Indisponível
Blush em pó,Eletrodomésticos,61.9,53,Filial 4,Valor Indisponível
Máscara de cílios,Eletrônicos,40.49,60,Filial 2,Valor Indisponível
Base líquida,Roupas,38.1,24,Filial 2,Valor Indisponível
Blush em pó,Eletrônicos,28.29,68,Filial 9,Valor Indisponível
Corretivo,Alimentos,10.75,31,Filial 10,Valor Indisponível
Base líquida,Eletrodomésticos,90.7,43,Filial 5,Valor Indisponível
Pó compacto,Eletrodomésticos,99.34,81,Filial 3,Valor Indisponível
Pó compacto,Roupas,69.43,50,Filial 2,Valor Indisponível
Batom matte,Roupas,58.03,56,Filial 1,Valor Indisponível
Máscara de cílios,Eletrônicos,14.75,24,Filial 7,Valor Indisponível
Delineador líquido,Roupas,58.33,45,Filial 7,Valor Indisponível
Blush em pó,Eletrodomésticos,64.83,97,Filial 10,Valor Indisponível
Delineador líquido,Alimentos,42.42,91,Filial 3,Valor Indisponível
Batom matte,Alimentos,81.97,94,Filial 7,Valor Indisponível
Batom matte,Roupas,86.66,28,Filial 5,Valor Indisponível
Delineador líquido,Alimentos,79.66,9,Filial 5,Valor Indisponível
Sombra de olhos,Eletrônicos,24.35,30,Filial 3,Valor Indisponível
Batom matte,Alimentos,8.29,23,Filial 4,Valor Indisponível
Lápis de sobrancelha,Eletrodomésticos,42.03,4,Filial 4,Valor Indisponível
Delineador líquido,Eletrônicos,49.41,89,Filial 10,Valor Indisponível
Blush em pó,Alimentos,94.72,97,Filial 3,Valor Indisponível
Blush em pó,Alimentos,43.0,67,Filial 7,Valor Indisponível
Base líquida,Eletrônicos,66.27,19,Filial 5,Valor Indisponível
Batom matte,Eletrônicos,25.9,56,Filial 9,Valor Indisponível
Corretivo,Eletrodomésticos,60.08,8,Filial 4,Valor Indisponível
Lápis de sobrancelha,Eletrodomésticos,52.17,36,Filial 1,Valor Indisponível
Sombra de olhos,Alimentos,16.67,5,Filial 8,Valor Indisponível
Corretivo,Alimentos,30.27,10,Filial 5,Valor Indisponível
Base líquida,Eletrodomésticos,16.56,50,Filial 3,Valor Indisponível
Pó compacto,Alimentos,22.3,68,Filial 6,Valor Indisponível
Delineador líquido,Roupas,38.17,83,Filial 3,Valor Indisponível
Pó compacto,Eletrodomésticos,51.62,8,Filial 8,Valor Indisponível
Batom matte,Eletrônicos,55.29,8,Filial 5,Valor Indisponível
Máscara de cílios,Eletrodomésticos,70.51,100,Filial 2,Valor Indisponível
Batom líquido,Eletrônicos,91.7,41,Filial 8,Valor Indisponível
Delineador líquido,Alimentos,84.86,12,Filial 10,Valor Indisponível
Lápis de sobrancelha,Alimentos,45.5,29,Filial 3,Valor Indisponível
Lápis de sobrancelha,Eletrônicos,29.63,66,Filial 2,Valor Indisponível
Blush em pó,Roupas,48.53,91,Filial 2,Valor Indisponível
Máscara de cílios,Eletrodomésticos,30.66,72,Filial 7,Valor Indisponível
Sombra de olhos,Alimentos,47.97,57,Filial 2,Valor Indisponível
Pó compacto,Eletrônicos,82.1,24,Filial 7,Valor Indisponível
Batom líquido,Eletrônicos,45.59,92,Filial 4,Valor Indisponível
Lápis de sobrancelha,Alimentos,97.78,9,Filial 6,Valor Indisponível
Blush em pó,Eletrodomésticos,25.38,42,Filial 7,Valor Indisponível
Batom líquido,Alimentos,61.49,18,Filial 4,Valor Indisponível
Sombra de olhos,Eletrodomésticos,47.31,84,Filial 10,Valor Indisponível
Corretivo,Eletrônicos,93.91,26,Filial 7,Valor Indisponível
Pó compacto,Eletrodomésticos,7.79,68,Filial 2,Valor Indisponível
Máscara de cílios,Alimentos,54.57,6,Filial 6,Valor Indisponível
Batom matte,Eletrônicos,48.55,9,Filial 7,Valor Indisponível
Batom líquido,Eletrônicos,5.57,94,Filial 4,Valor Indisponível
Sombra de olhos,Roupas,6.33,53,Filial 9,Valor Indisponível
Corretivo,Roupas,5.69,98,Filial 7,Valor Indisponível
Máscara de cílios,Alimentos,21.86,4,Filial 5,Valor Indisponível
Lápis de sobrancelha,Alimentos,6.28,64,Filial 1,Valor Indisponível
Batom líquido,Alimentos,55.14,60,Filial 8,Valor Indisponível
Blush em pó,Eletrônicos,10.48,77,Filial 4,Valor Indisponível
Pó compacto,Eletrodomésticos,48.27,62,Filial 2,Valor Indisponível
Blush em pó,Alimentos,31.39,11,Filial 5,Valor Indisponível
Pó compacto,Roupas,94.63,21,Filial 3,Valor Indisponível
Lápis de sobrancelha,Eletrodomésticos,36.16,36,Filial 7,Valor Indisponível
Batom líquido,Eletrônicos,88.47,32,Filial 1,Valor Indisponível
Base líquida,Alimentos,6.78,17,Filial 6,Valor Indisponível
Blush em pó,Eletrodomésticos,88.93,42,Filial 8,Valor Indisponível
Base líquida,Alimentos,32.26,82,Filial 8,Valor Indisponível
Pó compacto,Eletrônicos,35.34,55,Filial 5,Valor Indisponível
Blush em pó,Roupas,47.47,39,Filial 9,Valor Indisponível
Blush em pó,Eletrônicos,41.06,72,Filial 6,Valor Indisponível
Delineador líquido,Alimentos,17.61,22,Filial 10,Valor Indisponível
Pó compacto,Eletrônicos,91.45,86,Filial 4,Valor Indisponível
Sombra de olhos,Eletrônicos,12.99,94,Filial 9,Valor Indisponível
Base líquida,Roupas,69.22,70,Filial 7,Valor Indisponível
Delineador líquido,Eletrônicos,54.71,20,Filial 1,Valor Indisponível
Máscara de cílios,Eletrodomésticos,59.27,72,Filial 2,Valor Indisponível
Delineador líquido,Alimentos,69.28,58,Filial 10,Valor Indisponível
Máscara de cílios,Eletrodomésticos,39.2,66,Filial 5,Valor Indisponível
Batom líquido,Roupas,44.7,81,Filial 6,Valor Indisponível
Base líquida,Eletrodomésticos,20.2,58,Filial 4,Valor Indisponível
Máscara de cílios,Eletrônicos,13.9,18,Filial 1,Valor Indisponível
Blush em pó,Eletrônicos,72.86,66,Filial 3,Valor Indisponível
Batom líquido,Eletrônicos,48.96,31,Filial 4,Valor Indisponível
Batom líquido,Eletrônicos,16.68,66,Filial 3,Valor Indisponível
Batom matte,Roupas,51.34,96,Filial 1,Valor Indisponível
Sombra de olhos,Eletrônicos,7.49,41,Filial 7,Valor Indisponível
